,I,I,I,I,I,II,II,II,II,II,IV,IV,IV,IV,IV,V,V,V,V,V,VIII,VIII,VIII,VIII,VIII,X,X,X,X,X,XI,XI,XI,XI,XI,XIII,XIII,XIII,XIII,XIII,XV,XV,XV,XV,XV,XVIII,XVIII,XVIII,XVIII,XVIII,XXI,XXI,XXI,XXI,XXI,XXII,XXII,XXII,XXII,XXII
,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co
2016-09-20,23,14,19,1,3,16,20,7,3, ,13,18,12,2,3,,,,,,18,13,8,3,4, , ,15,1,2, ,12,14, ,4, ,14, ,3,3,18,16,14, ,1,18,19,15,1,2, ,30,7,3,2,15,23,14,3,2
2016-09-19,15,16,13,1,3,9,22,3,3, ,11,19,7,1,3,,,,,,13,7,15,3,5, , ,7, ,2, ,12,11, ,4, ,16, ,3,3,11,19,7, , ,12,20,7, ,2, ,22,9,2,3,14,26,11,3,2
2016-09-18,10,10,16,1,3,6,19,5,3,1,8,13,10,1,4,,,,,,9,14,14,3,5, , ,9,1,2, ,9,12, ,4, ,10, ,3,3,6,14,10, , ,8,18,9,1,2, ,32,10,2,2,9,23,12,2,3
2016-09-17,32,23,11,1,3,21,27,3,2, ,25,22,9,1,3,,,,,,33,4,21,4,6, , ,10, ,2, ,12,12, ,3, ,23, ,3,3,25,23,9, , ,29,23,10, ,2, ,23,11,2,3,29,25,12,2,2
2016-09-16,31,7,22,1,5,25,14,7,3, ,29,7,15,2,4,,,,,,37,5,27,4,6, , ,11,1,3, ,3,20, ,5, ,7, ,4,5,30,10,13, ,1,35,19,11,1,3, ,13,15,2,4,40,17,20,2,3
2016-09-15,31,5,27,1,5,32,12,9,3,1,32,9,21,2,5,,,,,,34,10,22,4,6, , ,15,1,3, ,5,22, ,6, ,5, ,4,5,32,5,18, ,2,32,16,15,1,3, ,37,11,2,4,31,16,22,2,4
2016-09-14,37,17,26,1,4,29,26,8,3,1,27,15,14,2,4,,,,,,35,5,27,4,7, , ,11,1,2, ,14,19, ,4, ,17, ,4,4,32,22,14, ,2,35,35,11,1,2, ,15,23,3,5,36,33,19,2,4
2016-09-13,39,12,22,1,4,32,12,11,4,1,30,8,16,2,5,,,,,,39,6,25,4,6, , ,23,1,4, ,7,22, ,5, ,12, ,4,4,34,10,17,1,2,41,12,23,1,4, ,23,18,3,4,36,23,22,3,5
2016-09-12,36,15,25,1,4,27,14,11,3,1,30,15,17,2,4,,,,,,35,21,24,4,6, , ,18,1,3, ,13,19, ,5,32,15, ,4,4,30,11,17, ,2,37,19,18,1,3, ,68,18,2,4,32,35,19,3,4
2016-09-11,33,30,26,1,4,25,49,9,5,1,30,37,14,2,4,,,,,,32,19,21,3,6, , ,18,1,3, ,21,23, , ,30,30, ,4,4,28,34,15,1,2,36,37,18,1,3, ,58,15,2,4,29,53,23,2,4
2016-09-10,43,28,20,1,3,22,39,6,5,1,26,28,14,2,4,,,,,,32,23,22,4,6, , ,15,1,3, ,21,19, , ,30,28, ,3,3,29,36,13, ,2,30,42,15,1,3, ,60,14,2,4,31,45,19,2,4
2016-09-09,40,35,34,2,5,26,52,6,4,1,27,37,12,2,4,,,,,,35,21,27,4,7, , ,14,1,2, ,19,22, , ,33,35, ,4,5,31,37,15, ,2,32,45,14,1,2, ,65,18,3,3,31,48,22,2,4
2016-09-08,31,30,30,1,4,25,46,10,4,1,25,37,15,2,4,,,,,,34,17,27,4,6, , ,18,2,2, ,21,24, , ,35,30, ,4,4,27,41,17, ,2,27,44,18,2,2, ,54,16,3,3,27,54,24,3,3
2016-09-07,27,24,27,1,4,17,37,11,3,2,19,31,15,2,4,,,,,,24,16,19,3,5, , ,16,1,2, ,15,23, , ,24,24, ,4,4,23,33,15, ,1,21,38,16,1,2, ,47,10,2,2,20,44,23,3,3
2016-09-06,16,22,23,1,3,8,34,7,2,1,7,28,11,2,4,,,,,,15,10,11,3,4, , ,10,1,2, ,14,18, , ,12,22, ,3,3,9,35,12, ,1,10,37,10,1,2, ,29,7,2,1,16,38,18,2,2
2016-09-05,20,15,14,1,2,12,19,6,2,1,11,15,9,1,3,,,,,, ,13,10,3,4, , ,7,1,1, ,9,12, , ,18,15, ,3,2,11,20,8, , ,15,23,7,1,1, ,29,10,2,1,19,24,12,2,1
2016-09-04,26,31,13,5,5,18,34,3,2, ,25,19,10,1,3,,,,,, ,27,20,3,5, , ,10,1,1, ,18,10, , ,24,31, ,3,5,27,21,10,1,2,30,21,10,1,1, ,57,12,2,2,27,25,10,2,1
2016-09-03,27,34,24,5,7,17,49,4,1,1,22,39,17,2,4,,,,,, ,29,23,3,5, , ,12,1,2, ,29,18, , ,23,34, ,3,7,24,37,14,2,3,28,45,12,1,2, ,73,14,2,2,23,44,18,2,2
2016-09-02,31,40,20,5,7,17,51,6,1,1,21,41,13,1,4,,,,,, ,21,26,3,6, , ,14,1,2, ,29,19, , ,26,40, ,3,7,23,45,15,2,3,31,57,14,1,2, ,56,19,3,2,24,55,19,2,2
2016-09-01,27,31,22,5,7,19,42,7,1,1,20,33,15,1,4,,,,,, ,22,25,4,6, , ,19,1,2, ,19,23, , ,27,31, ,3,7,20,35,16,2,3,24,42,19,1,2, ,59,17,3,1,24,44,23,3,2
2016-08-31,25,27,23,5,7,14,43,7,1,1,15,36,16,2,4,,,,,, ,21,18,5,5, , ,17,1,2, ,21,21, , ,19,27, ,4,7,15,38,17,2,3,18,45,17,1,2, ,50,12,5,1,17,45,21,3,1
2016-08-30,33,30,21,6,7,17,37,6,3, ,15,32,12,2,3,,,,,, ,18,12,3,5, , ,12,3,1, ,18,17, , ,21,30, ,5,7,17,33,12,3,2,19,39,12,3,1, ,45,9,2,1,14,41,17,5,1
2016-08-29,36,25,18,5,7,23,38,3,4, ,25,30,9,1,3,,,,,, ,20,18,4,5, , ,9,1,1, ,16,10, , ,33,25, ,3,7,25,31,10,2,2,33,35,9,1,1, ,62,13,3,2,33,36,10,2,1
2016-08-28,23,30,23,6,7,18,48,4,4,1,21,36,10,1,3,,,,,, ,23,19,4,5, , ,13,1,4, ,16,19, , ,27,30, ,4,7,23,39,12,2,3,25,48,13,1,4, ,55,11,2,2,24,47,19,3,2
2016-08-27,20,34,19,5,7,14,49,5,4,1,23,37,10,1,3,,,,,, ,20,19,4,5, , ,11,1,4, ,24,16, , ,23,34, ,4,7,22,43,11,2,3,22,43,11,1,4, ,59,12,2,2,19,43,16,2,2
2016-08-26,22,36,18,5,7,14,50,6,3,1,16,36,11,1,3,,,,,, ,16,17,4,5, , ,12,1,4, ,20,19, , ,21,36, ,4,7,15,41,11,2,3,19,43,12,1,4, ,47,12,3,1,16,47,19,2,2
2016-08-25,23,25,21,5,7,12,41,6,3,1,12,32,11,1,3,,,,,, ,13,19,4,5, , ,12,1,4, ,18,15, , ,18,25, ,4,7,14,38,11,2,3,17,37,12,1,4, ,48,11,3,1,13,37,15,3,1
2016-08-24,24,24,20,5,7,12,35,4,3,1,15,26,9,1,3,,,,,, ,13,19,4,5, , ,11,1,3, ,17,15, , ,36,24, ,4,7,17,31,11,1,3,22,36,11,1,3, ,41,15,3,2,18,38,15,3,1
2016-08-23,19,22,20,5,7,13,34,4,3,1,12,26,10,1,3,,,,,, ,14,16,3,4, , ,15,1,4, ,16,15, , ,21,22, ,4,7,16,28,13,1,3,17,28,15,1,4, ,25,12,2,1,15,35,15,3,2
2016-08-22,18,23,17,5,6,15,34,4,3,1,6,26,8,1,3,,,,,, ,13,12,3,4,20, ,12, ,3, ,17,13, , ,12,23, ,3,6,6,29,12,1,3,8,32,12, ,3,23,30,7,2,1,8,35,13,2,1
2016-08-21,29,22,11,4,6,21,27,2,3, ,19,21,6,1,3,,,,,, ,15,13,3,4, , ,7, ,3, ,16,6, , ,24,22, ,3,6,21,22,9,1,3,23,23,7, ,3, ,40,7,2,2,30,26,6,2,1
2016-08-20,23,29,12,5,6,15,32,3,3,1,19,22,7,1,4,,,,,, ,20,16,3,5, , ,7,1,3, ,17,12, , ,25,29, ,3,6,23,29,7,2,4,20,36,7,1,3, ,52,8,2,2,24,32,12,2,2
2016-08-19,28,30,20,5,7,17,45,4,3,1,18,33,10,1,4,,,,,, ,15,20,3,4, , ,8,1,3, ,20,14, , ,27,30, ,3,7,21,40,9,1,3,17,40,8,1,3, ,58,10,2,2,23,39,14,2,2
2016-08-18,24,28,24,5,7,15,42,7,3,1,15,31,12,1,4,,,,,, ,12,16,3,4, , ,10,1,3, ,8,19, , ,23,28, ,3,7,19,35,13,1,3,16,41,10,1,3, ,43,7,2,2,23,40,19,2,2
2016-08-17,22,24,22,5,7,15,35,8,3,1,14,27,12,1,4,,,,,, ,12,18,5,4, , ,7, ,2, ,18,16, , ,29,24, ,3,7,15,36,10,1,2,18,37,7, ,2, ,37,9,8,3,24,31,16,2,2
2016-08-16,23,21,20,4,6,12,33,5,3,1,16,24,11,1,4,,,,,, ,16,20,3,4, , ,9, ,3, ,13,18, , , ,21, ,5,6,22,29,9,1, ,19,29,9, ,3, ,36,11, , ,21,30,18,8,3
2016-08-15,21,23,21,4,6,9,36,5,3,1,14,29,12,1,4,,,,,, ,15,17,3,4, , ,11,1,2, ,17,18, , , ,23, ,3,6,16,27,14,2, ,17,37,11,1,2, , ,12, , ,19,32,18, , 
2016-08-14,14,24,22,4,6,8,36,4,3,1,12,27,14,1,4,,,,,, ,10,11,3,4, , ,12,1,3, ,17,14, , , ,24, ,3,6,13,32,13,1, ,17,35,12,1,3, , ,8, , ,9,33,14, , 
2016-08-13,16,15,16,4,6,9,22,2,2,1,12,14,12,1,4,,,,,, ,7,13,3,4, , ,8,1,3, ,11,10, , , ,15, ,3,6,12,20,7,1, ,17,18,8,1,3, , ,12, , ,16,20,10, , 
2016-08-12,15,14,12,4,5,9,15,5,2,1,10,8,15,1,4,,,,,, ,10,14,3,4, , ,12,1,3, ,9,11, , , ,14, ,3,5,10,8,12,1, ,14,14,12,1,3, , ,11, , ,13,17,11, , 
2016-08-11,15,17,16,4,5,9,24,4,3, ,8,18,7,1,3,,,,,, ,12,9,3,3, , ,11,1,2, ,12,14, , , ,17, ,3,5,8,15,10,1, ,9,19,11,1,2, , ,6, , ,9,25,14, , 
2016-08-10,29,21,9,4,5,9,26,2,2, ,12,21,5,1,3,,,,,, ,9,10,3,3, , ,6,1,2, ,13,10, , , ,21, ,3,5,11,22,7,1, ,15,24,6,1,2, , ,7, , ,14,26,10, , 
2016-08-09,22,19,8,4,5,10,21,2,2, ,18,16,6,1,3,,,,,, ,16,21,3,4, , ,7,1,2, ,12,7, , , ,19, ,3,5,20,18,7,1, ,27,22,7,1,2, , ,18, , ,18,25,7, , 
2016-08-08,19,22,19,4,5,8,31,4,2,1,12,22,15,1,4,,,,,, ,18,16,3,3, , ,18,1,3, ,17,16, , , ,22, ,3,5,12,20,14,1, ,16,20,18,1,3, , ,11, , ,13,32,16, , 
2016-08-07,21,26,20,4,5,8,35,5,2,1,7,27,9,1,3,,,,,, ,16,5,3,2, , ,11,1,2, ,20,14, , , ,26, ,3,5,7,30,13,1, ,9,37,11,1,2, , ,5, , ,8,33,14, , 
2016-08-06,39,23,8,3,4,9,28,1,2, ,5,22,3,1,3,,,,,, ,16,4,3,3, , ,5,1,2,3,18,5, , , ,23, ,3,4,5,24,5,1, ,14,25,5,1,2, , ,4, , ,12,27,5, , 
2016-08-05,26,22,7,4,5,17,26,1,2, ,22,19,3,1,3,,,,,, ,17,17,3,4,24, ,4,1,2,9,14,5, , ,31,22, ,3,5,20,23,4,1, ,20,24,4,1,2, , ,7, , ,26,25,5, , 
2016-08-04,21,20,26,5,6,11,38,6,3,1,16,24,12,1,4,,,,,, ,21,16,3,4, , ,7,1,2,8,13,18, , , ,20, ,3,6,14,28,11,2, ,19,38,7,1,2, , ,10, , ,19,30,18, , 
2016-08-03,19,26,23,4,6,10,44,5,2,1,11,32,14,1,4,,,,,, ,16,14,3,3, , ,10,1,3,12,21,14, , , ,26, ,3,6,9,37,11,1, ,13,39,10,1,3, , ,12, , ,13,37,14, , 
2016-08-02,16,23,16,4,5,10,31,3,2,1,10,24,9,1,3,,,,,, ,19,10,3,3, , ,12,1,2,5,14,14, , , ,23, ,3,5,11,27,10,1, ,11,29,12,1,2, , ,8, , ,13,34,14, , 
2016-08-01,17,28,14,4,5,10,38,3,2,1,9,28,5,1,3,,,,,, ,19,7,3,2, , ,8,1,1,5,19,11, , , ,28, ,3,5,10,33,8,1, ,13,36,8,1,1, , ,4, , ,17,37,11, , 
2016-07-31,20,30,12,4,5,14,37,1,2,1,17,24,4,1,3,,,,,, ,18,16,3,4, , ,4,1,1,9,18,10, , , ,30, ,3,5,23,32,5,1, ,18,37,4,1,1, , ,7, , ,32,35,10, , 
2016-07-30,20,25,18,4,6,12,34,4,2,1,17,20,10,1,4,,,,,, ,20,17,3,3, , ,7,1,2,6,15,15, , , ,25, ,3,6,16,30,8,1, ,18,39,7,1,2, , ,13, , ,22,36,15, , 
2016-07-29,22,27,21,4,6,21,36,3,2,1,14,27,13,1,4,,,,,, ,20,17,3,4,58, ,13,1,2,9,23,12, , , ,27, ,3,6,18,36,10,1, ,18,40,13,1,2, , ,15, , ,15,37,12, , 
2016-07-28,23,27,20,4,6,16,40,3,2,1,13,26,12,1,5,,,,,,25,6,22,3,3,44, ,15,1,3,9,16,15, , , ,27, ,3,6,18,38,9,1, ,18,40,15,1,3, , ,13, , ,45,41,15, , 
2016-07-27,23,10,22,4,6,15,25,6,2,1,23,9,14,1,5,,,,,,20,21,14,3,3,33, ,13, ,3,8,6,19, , , ,10, ,3,6,17,14,14,1, ,17,22,13, ,3, , ,8, , ,33,20,19, , 
2016-07-26,22,27,19,4,5,14,44,5,2, ,15,24,10,1,4,,,,,,23,22,15,3,3,29, ,8, ,2,8,18,14, , , ,27, ,3,5,16,31,8,1, ,21,38,8, ,2, , ,13, , ,34,34,14, , 
2016-07-25,24,28,17,4,5,17,42,3,2, ,17,29,7,1,4,,,,,,25,17,20,3,3,33, ,13,1,2,9,19,14, , ,50,28, ,3,5,19,36,9,1, ,24,40,13,1,2, , ,16, , ,37,36,14, , 
2016-07-24,22,24,18,4,5,17,35,4,2, ,18,25,8,1,4,,,,,,22,24,13,3,3,37, ,16,1,3,9,17,17, , ,23,24, ,3,5,22,31,12,1, ,21,28,16,1,3, , ,7, , ,34,27,17, , 
2016-07-23,23,37,14,4,5,17,48,3,2, ,22,30,7,1,4,,,,,,23,22,17,3,3,52, ,7,1,2,10,18,13, , ,37,37, ,3,5,19,37,7,1, ,20,41,7,1,2, , ,10, , ,30,40,13, , 
2016-07-22,20,32,15,4,5,13,39,4,2, ,18,25,9,1,4,,,,,,24,13,25,3,4,39, ,10,1,2,9,14,16, , ,31,32, ,3,5,13,34,9,1, ,19,40,10,1,2, , ,17, , ,37,39,16, , 
2016-07-21,23,21,17,4,4,11,28,4,2, ,14,17,18,1,4,,,,,,19,20,16,3,2,18,3,17,1,3,7,13,15, , ,19,21, ,3,4,15,22,14,1, ,21,27,17,1,3, , ,15, , ,14,26,15, , 
2016-07-20,18,25,18,4,4,9,35,3,1, ,10,28,10,1,3,,,,,,14,17,12,3,2,17,12,15,1,2,5,16,16, , ,10,25, ,3,4,11,30,12, , ,13,36,15,1,2, , ,9, , ,16,34,16, , 
2016-07-19,18,21,16,4,4,10,32,3,1, ,9,25,6,1,3,,,,,,12,16,10,3,2,11,10,9,1,1,4,15,11, , ,10,21, ,3,4,9,27,8, , ,13,30,9,1,1, , ,8, , ,11,31,11, , 
2016-07-18,18,23,12,3,3,11,29,2,1,1,10,22,3,1,3,,,,,,13,20,10,3,2,15,10,8,1,3,5,15,9, , ,9,23, ,3,3,13,25,8, , ,14,27,8,1,3, , ,7, , ,13,29,9, , 
2016-07-17,8,26,12,3,4,5,35,2,1,1,6,26,3,1,3,,,,,,6,11,7,3,2,17,13,7,1,4,3,17,10, , ,8,26, ,3,4,8,31,6,1, ,11,34,7,1,4, , ,4, , ,9,36,10, , 
2016-07-16,9,13,9,3,4,6,20,1,1, ,7,13,3,1,3,,,,,,7,12,8,3,2,11,4,4,1,4,3,10,6, , ,17,13, ,3,4,7,16,5,1, ,7,17,4,1,4, , ,5, , ,11,21,6, , 
2016-07-15,15,18,7,3,3,6,22,1,1, ,6,17,3,1,2,,,,,,6,18,7,3,1,10,5,5,1,4,3,10,6, , ,15,18, ,3,3,8,17,7,1, ,8,18,5,1,4, , ,4, , ,8,22,6, , 
2016-07-14,12,22,9,3,3,7,28,1,1, ,3,23,2,1,2,,,,,, ,18,6,3,2,18,11,4,1,3,2,16,7, , ,18,22, ,3,3,4,26,4,2, ,5,27,4,1,3, ,12,5, , ,12,28,7, , 
2016-07-13,36,21,12,3,3,21,31,1,1, ,19,22,3,1,2,,,,,, ,24,9,3,2,27,9,5,1,4,9,15,10, , ,41,21, ,3,3,19,26,5,2, ,26,29,5,1,4,33,26,8,1, ,29,30,10, , 
2016-07-12,40,30,16,4,4,24,38,4,2,1,27,30,8,1,3,,,,,, ,36,17,5,3,29,14,8,1,4,13,19,11, , ,29,30, ,3,4,25,32,7,2,1,30,39,8,1,4,25,39,8,2, ,28,37,11,1, 
2016-07-11,28,36,31,6,5,17,60,7,3, ,21,49,14,2,3,,,,,, ,30,16,3,3,23,26,8,3,4,10,27,18, , ,29,36, ,5,5,22,57,12,4,1,22,53,8,3,4, ,33,7,1, ,26,51,18,2, 
2016-07-10,23,27,28,4,4,12,50,7,1, ,13,40,12,1,3,,,,,, ,27,15,3,3,16,21,7,1,4,6,23,19, , ,28,27, ,3,4,16,43,12,2,1,14,44,7,1,4, ,33,7,1, ,14,43,19,1, 
2016-07-09,40,34,13,3,3,15,42,3,1, ,18,36,10,1,3,,,,,, ,31,11,3,2,23,20,7,1,4,8,23,13, , ,19,34, ,3,3,21,38,10,1,1,25,43,7,1,4, ,34,6,1, ,19,44,13,1, 
2016-07-08,24,36,15,3,3,10,45,3,1, ,15,39,9,1,3,,,,,, ,31,17,5,3,21,22,6,1,4,7,27,11, , ,17,36, ,3,3,15,42,10,2,1,19,45,6,1,4, ,38,12,1, ,18,47,11,1, 
2016-07-07,44,34,21,3,3,10,51,5,1, ,9,43,15,1,3,,,,,, ,30,7,3,2,13,22,12,1,4,4,30,16, , ,22,34, ,5,3,10,48,14,2,1,14,50,12,1,4, ,32,5,1, ,10,47,16,1, 
2016-07-06,57,29,18,5,2,14,41,3,1, ,14,35,15,1,2,,,,,, ,28,9,3,2,21,16,5,1,3,8,22,12, , ,42,29, ,3,2,17,37,5,1, ,22,39,5,1,3, ,32,6, ,1,17,41,12,1, 
2016-07-05,19,34,14,3,2,15,40,2,1, ,14,34,17,1,2,,,,,, ,28,16,3,2,18, ,6,1,3,7,22,10, , ,15,34, ,3,2,14,36,8,2, ,17,38,6,1,3, ,34,11, , ,16,40,10, ,1
2016-07-04,29,27,24,4,3,5,42,6,1, ,8,36,22,1,3,,,,,, ,25,7,3,1,12, ,11,1,4,3,24,13, , ,12,27, ,3,3,7,39,13,1,1,7,42,11,1,4, ,32,5, , ,12,41,13, , 
2016-07-03, ,27,18,4,3, ,39,2,1, , ,32,15,1,2,,,,,,,,,,, , ,5,1,3, ,18,12, , , ,27, ,3,3, ,34,6,1, , ,37,5,1,3,,,,,, ,38,12, , 
2016-07-01,28, , , , ,16, , , , ,21, , , , ,,,,,, ,26,23,3,3,30, , , , ,11, , , , ,29, , , , ,25, , , , ,30, , , , , ,34,18, , ,22, , , , 
2016-06-30,27,32,21,5,3,15,42,4,1, ,19,33,24,1,3,,,,,, ,26,23,3,3,24, ,18,1,5,10,16,23, , ,24,32, ,3,3,20,42,15,1,2,22,50,18,1,5, ,34,18, , ,24,45,23, , 
2016-06-29,26,35,28,4,4,10,59,6,1,1,13,48,26,1,3,,,,,, ,36,22,3,3,20, ,12,1,4,7,27,20, , ,16,35, ,3,4,14,54,12,2,1,17,52,12,1,4, ,40,12, , ,18,50,20, , 
2016-06-28,42,34,20,4,3,11,46,4,1, ,10,39,19,1,2,,,,,, ,32,14,3,2,14, ,11,1,4,5,23,14, , ,16,34, ,3,3,12,44,11,1, ,13,51,11,1,4, ,40,11, , ,13,49,14, , 
2016-06-27,33,30,12,3,3,14,40,2,1, ,13,31,14,1,2,,,,,, ,25,7,2,2,18, ,6,1,4,7,20,8, , ,16,30, ,2,3,14,35,6,1, ,13,37,6,1,4, ,33,6, , ,24,39,8, , 
2016-06-26,38,29,13,3,3,19,36,2,1,1,18,29,13,2,2,,,,,, ,25,8,2,2,25, ,6,1,4,9,19,9, , ,22,29, ,2,3,18,33,7,1, ,24,34,6,1,4, ,28,6, , ,27,34,9, , 
2016-06-25,42,35,11,3,3,29,41,2,1, ,36,32,13,2,2,,,,,, ,27,6,2,2,41, ,4,1,4,17,20,8, , ,35,35, ,2,3,34,38,6,1, ,40,43,4,1,4, ,31,4, , ,36,40,8, , 
2016-06-24,39,27,24,4,4,24,42,4,1,1,53,30,14,2,3,,,,,, ,27,11,3,2,37, ,4,1,4,15,16,14, , ,33,27, ,3,4,33,37,7,1, ,32,40,4,1,4, ,32,4, , ,34,37,14, , 
2016-06-23,28,29,23,4,4,9,47,6,1,1,12,31,15,2,3,,,,,, ,23,18,2,3,17, ,10,1,5,7,15,18, , ,16,29, ,2,4,12,35,12,1,1,17,41,10,1,5, ,31,10, , ,16,37,18, , 
2016-06-22,24,35,19,7,4,11,41,4,1,1,13,36,11,2,2,,,,,, ,29,19,3,3,18, ,13,1,4,5,22,22, , ,16,35, ,3,4,13,41,12,1,1,17,53,13,1,4,81,43,13, , ,16,53,22, , 
2016-06-21,20,33,18,4,4,10,35,4,1,1,12,18,19,2,3,,,,,, ,26,15,5,3,23, ,9,3,4,6,20,20, , ,18,33, ,5,4,13,40,9,1,1,14,45,9,3,4,56,39,9, , ,16,45,20, , 
2016-06-20,18,33,13,3,4,11,40,3,1,1,13,36,17,2,3,,,,,, ,26,10,2,2,17, ,8,1,4,6,19,18, , ,19,33, ,2,4,11,38,8,1,1,14,44,8,1,4,32,33,8, , ,22,42,18, , 
2016-06-19,15,26,18,4,4,8,40,3,1,1,11,35,16,2,3,,,,,, ,26,8,2,2,12, ,4,1,4,5,24,13, , ,11,26, ,2,4,8,37,5,1,1,11,38,4,1,4,48,30,4, , ,15,36,13, , 
2016-06-18,14,35,13,3,4,4,40,3,1,1,7,34,17,2,2,,,,,, ,26,11,2,2,12, ,6,1,4,4,22,18, , ,9,35, ,2,4,6,35,8,1,2,12,41,6,1,4,44,33,6, , ,10,41,18, , 
2016-06-17,33,32,13,3,4,21,36,2,1,1,17,33,17,2,2,,,,,, ,26,12,2,2,23, ,9,1,4,10,19,17, , ,22,32, ,2,4,19,35,8,1,2,25,41,9,1,4,39,37,9, , ,21,41,17, , 
2016-06-16,23,30,19,3,4,11,40,3,1,1,14,34,16,2,3,,,,,, ,26,13,3,3, , ,5,1,4,7,24,20, , ,17,30, ,3,4,14,36,8,1,2,14,38,5,1,4,42,33,5, , ,16,38,20, , 
2016-06-15,17,19,24,4,5,8,30,5,1, ,12,29,20,2,3,,,,,, ,16,15,3,3, , ,6,1,4,5,12,23, , ,17,19, ,3,5,9,32,8,1,2,13,33,6,1,4,46,27,6, , ,21,26,23, , 
2016-06-14,18,18,20,3,4,10,28,4,1, ,12,22,22,2,3,,,,,, ,15,15,2,2,20, ,9,1,4,6,14,17, , ,13,18, ,2,4,14,25,10,1,2,14,27,9,1,4,28,24,9, , ,8,25,17, , 
2016-06-13,18,26,16,3,4,11,36,2, , ,13,33,18,2,3,,,,,,17,22,11,2,3,14, ,10,1,4,8,20,19, , ,18,26, ,2,4,15,32,8,1,3,19,35,10,1,4,36,31,10, , ,22,34,19, , 
2016-06-12,14,18,18,3,4,10,26,5, ,1,12,22,20,1,3,,,,,,13,12,18,2,3,15, ,9,1,4,6,9,26, , ,14,18, ,2,4,15,24,10,1,2,12,33,9,1,4,37,21,9, , ,17,25,26, , 
2016-06-11,18,31,12,3,3,10,36,3, , ,16,32,17,2,3,,,,,,20,20,8,2,2,23, ,3, ,3,7,15,18, , ,19,31, ,2,3,18,33,4,1,2,16,35,3, ,3,47,28,3, , ,52,33,18, , 
2016-06-10,20,29,20,3,4,12,38,3, ,1,14,35,24,2,3,,,,,,18,23,18,3,3,18, ,8,1,4,7,23,22, , ,16,29, ,3,4,17,37,10,1,3,17,37,8,1,4,41,28,8, , ,23,36,22, , 
2016-06-09,33,22,21,3,4,15,34,4, ,1,23,31,22,1,3,,,,,,29,19,16,2,2,21, ,11, ,4,8,23,20, , ,26,22, ,2,4,27,32,10,1,2,20,34,11, ,4,43,26,11, , ,23,34,20, , 
2016-06-08,26,34,27,3,4,16,48,5, ,1,16,42,29,2,3,,,,,,22,28,21,3,3,17, ,13, ,4,9,31,26, , ,18,34, ,3,4,19,43,12,1,2,19,43,13, ,4,27,36,13, ,3,17,43,26, ,3
2016-06-07,35,36,25,4,3,14,50,7, ,1,12,47,23,2,2,,,,,,16,32,16,3,2,14, ,8,1,3,6,33,25, , ,14,36, ,3,3,13,48,7,1,1,16,51,8,1,3,20,40,8, ,2,14,46,25, ,2
2016-06-06,28,39,19,4,3,12,49,4, ,1,13,45,19,2,2,,,,,,16,30,14,2,2,15, ,8, ,3,7,28,22, , ,16,39, ,2,3,17,45,6,1,1,19,49,8, ,3,36,42,8, ,2,17,47,22, ,2
2016-06-05,19,33,15,3,3,11,40,3, ,1,14,36,17,2,2,,,,,,16,23,12,2,2,15, ,9, ,4,7,20,21, , ,16,33, ,2,3,15,37,6,1,1,18,39,9, ,4,41,35,9, ,2,23,38,21, ,2
2016-06-04,18,29,12,3,3,10,30,3, ,1,10,28,18,2,3,,,,,,15,18,13,2,2,16, ,9, ,4,6,14,20, , ,14,29, ,2,3,10,28,7,1,2,13,34,9, ,4,40,24,9, ,2,24,27,20, ,2
2016-06-03,15,24,15,3,3,9,31,3,1,1,9,27,17,2,3,,,,,,13,16,13,3,2,11, ,8,1,4,5,17,19, , ,12,24, ,3,3,10,29,6,1,1,13,32,8,1,4,28,23,8, ,2,16,27,19, ,2
2016-06-02,15,26,19,5,4,9,37,4,1,2,8,33,16,1,3,,,,,,15,19,16,2,2,17, ,10, ,4,9,19,25, , ,15,26, ,2,4,10,32,8,1,2,12,39,10, ,4,34,31,10, ,2,18,38,25, ,2
2016-06-01,17,21,20,2,3,9,28,5,2, ,14,28,15,1,2,,,,,,17,13,18,2,4,13, ,11, ,4,5,7,24, , ,14,21, ,2,3,13,29,7,1,2,18,26,11, ,4,28,22,11, ,2,15,28,24, ,2
2016-05-31,20,27,19,3,3,10,37,3,2, ,14,35,21,1,2,,,,,,18,23,11,2,4,13, ,8, ,3,6,21,17, , ,13,27, ,2,3,16,36,8,1,2,18,38,8, ,3,26,31,8, ,2,11,33,17, ,2
2016-05-30,22,27,18,2,5,16,40,3,2, ,24,36,24,1,3,,,,,,24,24,12,2,4,28, ,8,1,3,11,26,16, , ,29,27, ,2,5,20,37,8,1,2, ,38,8,1,3,56,30,8, ,2,33,35,16, ,2
2016-05-29, ,18,27,2,8, ,36,5,2, , ,27,24,1,4,,,,,, ,18,14,2,5, , ,7, ,3, ,14,24, , , ,18, ,2,8, ,27,10,1,2, ,31,7, ,3, ,23,7, ,2, ,23,24, ,2
2016-05-28,33, , , , ,26, , , , ,34, , , , ,,,,,,40, , , , ,45, , , , ,16, , , , ,47, , , , ,32, , , , ,38, , , , ,71, , , , ,40, , , , 
